sample_ID	ABCA3	ABCC4	ABI1	ACOT7	ACP1	ACSL1	ACTC1	ADAM10	ADAM15	ADAM29	ADAMTSL3	ADAT1	ADCY7	ADSS	AGA	AHI1	AIM1	AJAP1	AKAP11	AKAP7	AKT3	AKTIP	ALDH1A2	ALDH8A1	ALG5	ALOX5AP	AMFR	ANKMY2	ANKRD11	ANKRD6	AP1G1	AP4E1	APOLD1	APRT	AQP9	AQR	ARG1	ARHGAP11A	ARHGDIB	ARL2BP	ART4	ASCC3	ATF5	ATF7IP	ATG5	ATP12A	ATP1B2	ATP2C2	ATP7B	ATP8A2	ATP8B4	AVEN	AZGP1	B2M	BACH2	BAHD1	BAI3	BANP	BAX	BBC3	BCAS1	BCAT2	BCKDHB	BCL2L10	BCL2L14	BCLAF1	BCMO1	BCR	BRCA2	BRD7	BUB1B	C18orf25	C5AR1	CA11	CA5A	CAB39L	CABP5	CALB2	CAMK1D	CAMTA1	CAPN3	CARD8	CASC5	CASP3	CASP8AP2	CBFA2T3	CCDC28A	CCDC70	CCDC9	CCL17	CCL22	CCNA1	CCNC	CCND2	CCNE1	CCT2	CD33	CD37	CD69	CDADC1	CDH1	CDH11	CDH15	CDH8	CDK10	CDKN1B	CDKN2AIP	CDKN2C	CDT1	CDX2	CENPJ	CENPN	CENTG1	CEP152	CES1	CETP	CFDP1	CGA	CHAC1	CHAT	CHD5	CHD9	CHEK1	CHMP1A	CHRM5	CHST4	CHST5	CIAPIN1	CITED2	CKAP2	CLDN10	CLEC11A	CLEC2B	CLN5	CLOCK	CNGB1	CNOT1	CNR1	COL10A1	COL19A1	COL1A1	COL1A2	COL4A1	COL6A2	COL6A3	COL9A1	COPS2	COQ3	COQ9	COTL1	COX4I1	COX4NB	COX7A2	CPB2	CPM	CPNE7	CPT1B	CREBL2	CRISPLD2	CRX	CRYL1	CSDA	CSF1R	CSNK2A2	CSTF2T	CTDSP2	CTGF	CTNNB1	CX3CL1	CYB5R4	CYBA	CYLD	CYP19A1	CYP2E1	CYP3A4	CYSLTR2	DACH1	DBC1	DBNDD1	DBP	DCLK1	DCT	DCTD	DDR1	DDX41	DDX43	DDX47	DEF8	DHODH	DHRS12	DHX34	DHX38	DIS3	DKK1	DKKL1	DMBT1	DMWD	DMXL2	DNAJC15	DNAJC17	DNAJC3	DOCK9	DOK3	DOK4	DOPEY1	DPEP1	DSE	DSP	DST	DTWD1	DUOX1	DUOX2	DUT	DZIP1	EAF2	ECHDC1	EDNRB	EEF1A1	EFHA1	EGFR	EHD4	EIF3J	ELF1	ELL3	ELOVL4	ELSPBP1	EMP1	EMP3	ENOX1	ENPP1	EPB41L2	EPB42	EPHA4	EPHA7	EPM2A	EPS8	ERN1	ESD	ETFB	ETV6	EXOSC8	EYA4	F11	FA2H	FABP7	FAM46A	FAM48A	FAM63B	FAM83E	FANCA	FARP1	FBN1	FBXL4	FCGRT	FGF14	FGF21	FGF7	FGF9	FGFR1	FGFR3	FHL5	FIG4	FLT1	FLT3	FLT3LG	FNDC3A	FOXC2	FOXF1	FOXH1	FOXL1	FOXO1	FPR1	FRAP1	FRK	FRY	FTL	FTO	FUT1	FUT2	FUT9	FUZ	FYN	GABARAPL1	GABARAPL2	GABRR1	GABRR2	GALK2	GALNS	GALNT7	GAN	GAS6	GAS8	GATA6	GATM	GCHFR	GCSH	GINS2	GINS3	GJA1	GJA3	GLG1	GLRA3	GML	GNAO1	GNB5	GOLGA8A	GOLGB1	GOT2	GPC5	GPM6A	GPR12	GPR126	GPR176	GPR18	GPR19	GPR32	GPR56	GPR63	GPR77	GPR97	GPRC5A	GPT	GREM1	GRIA2	GRIN2B	GRIN2D	GRM1	GRM5	GRWD1	GSG1	GTF2F2	GTF3A	GUCY2C	GYPA	GYS1	HAS1	HBS1L	HDAC2	HDC	HDDC2	HEATR3	HEBP2	HECA	HERPUD1	HES2	HEY2	HGF	HIF3A	HIVEP2	HMGB1	HMGB2	HMGN3	HPGD	HPN	HRC	HSD17B14	HSD17B2	HSF2	HSPBAP1	HSPH1	HTR1B	HTR1E	HTR2A	IBTK	ICMT	IFNA21	IFNGR1	IFT88	IL1RL1	IL20RA	IMPG1	ING2	INTS6	IQCB1	IQSEC3	IRF2	IRF2BP1	IRF3	IRF8	IRX5	ITGBL1	ITM2B	ITPKA	IVD	JPH3	KALRN	KATNB1	KCNAB2	KCNC3	KCNJ14	KCTD12	KDELR1	KDR	KIAA0182	KIAA0408	KIAA0513	KIAA1009	KIAA1467	KIAA1609	KIAA1704	KIFC3	KL	KLF12	KLF13	KLF5	KLHDC4	KLHL1	KLHL21	KLK1	KLK10	KLK11	KLK12	KLK13	KLK14	KLK15	KLK2	KLK3	KLK5	KLK6	KLK7	KLK8	KLKB1	KLRC3	KLRC4	KLRD1	KLRF1	KLRK1	KPNA1	KPNA3	KPNA5	LAMA2	LAMA4	LCMT2	LCP1	LDHA	LECT1	LHFP	LIG1	LIM2	LIN7B	LIPC	LMBRD1	LMO7	LRCH1	LRP2BP	LRP6	LRRC14	LTF	LTK	LUM	LYRM2	MAB21L1	MADD	MAF	MAGEA1	MAN1A1	MANEA	MANSC1	MAP1A	MAP1LC3B	MAP2	MAP3K5	MAP3K7	MAP7	MAPK10	MAPK6	MAPK7	MAPKBP1	MARCKS	MARK4	MBNL2	MBTPS1	MDM2	MDM4	MDN1	ME1	MED23	MED25	MED4	MEIS2	MET	MFAP1	MGA	MGP	MIPEP	MKL1	MLF1IP	MLH1	MLNR	MLYCD	MME	MMP15	MMP2	MN1	MNS1	MON1B	MOXD1	MPHOSPH6	MPHOSPH8	MRP63	MRPS31	MSH2	MT1E	MT1G	MT1X	MTHFSD	MTMR6	MTNR1A	MTO1	MTRF1	MVD	MYB	MYCBP2	MYCN	MYH14	MYLK	MYO5A	MYO5C	MYO6	NBEA	NBN	NCOA4	NDRG4	NDUFA10	NDUFAF1	NEDD4	NEIL3	NEK3	NF1	NKG7	NMBR	NOD2	NOSIP	NOTCH1	NOVA2	NPAS1	NPAS3	NPHP4	NPTX2	NR1H2	NRAP	NT5E	NTRK1	NTRK2	NTRK3	NUCB1	NUDT15	NUDT21	NUFIP1	NUMB	NUP62	NUP93	NUS1	NUSAP1	ODZ3	OGFOD1	OGFRL1	OIP5	OLFM4	ONECUT1	OSGIN1	OSMR	PABPC3	PACRG	PAK6	PAPPA2	PAPSS2	PARK7	PARP11	PARP4	PCCA	PCDH17	PCDH8	PCDH9	PDE6H	PDE7B	PDGFRA	PDIA3	PDIA5	PDLIM3	PDS5B	PDSS2	PDX1	PER3	PERP	PEX3	PEX7	PFKP	PGLYRP1	PGM3	PHACTR2	PHF11	PHIP	PIGB	PIH1D1	PIK3C2B	PIK3C2G	PIK3CA	PIK3CD	PIK3CG	PIK3R1	PKN1	PLA2G4C	PLAGL1	PLCB2	PLCG2	PLEKHA4	PLLP	PLN	PMFBP1	PML	PNKP	PNRC1	POLD1	POLR1D	POLR2C	POPDC3	POSTN	POU3F2	POU4F1	PPFIA3	PPP1R14D	PPP1R15A	PPP2R1A	PPP5C	PRAME	PRB3	PRDM1	PRDM13	PREP	PRF1	PRKCD	PRKDC	PRKG1	PRMT1	PRNP	PRR4	PRRG2	PSMD7	PTCH1	PTEN	PTOV1	PTPLB	PTPN11	PTPRK	PTPRO	PYGO1	QKI	QRSL1	RAB27A	RAB32	RAD51	RAP2A	RASGRP1	RASIP1	RBL2	RBM26	RCBTB1	RCBTB2	RCN3	RECQL4	RELN	RET	REV3L	RFC3	RFWD3	RFXAP	RGS4	RIMS1	RNASEH2B	RNF146	RNF17	RNF207	RNF6	RNGTT	ROR2	ROS1	RPAP1	RPGRIP1L	RPL13	RPL13A	RPL18	RPL21	RPL22	RPL8	RPN1	RPS11	RPS6KA3	RPUSD2	RRAGD	RRAS	RSU1	RTF1	RUVBL2	RWDD1	RWDD2A	RYR3	SACS	SAE1	SALL1	SAP18	SAP30	SCEL	SCG3	SCG5	SCRG1	SDCCAG8	SEC22A	SEMA3B	SEMA6D	SENP6	SEPW1	SERF2	SERINC1	SERPINA3	SESN1	SETD6	SF3B5	SFRP1	SGCG	SH3YL1	SHANK1	SHH	SIGLEC5	SIGLEC6	SIGLEC7	SIGLEC8	SIGLEC9	SLC12A1	SLC12A3	SLC12A6	SLC15A1	SLC17A5	SLC17A7	SLC18A3	SLC24A5	SLC25A15	SLC25A30	SLC25A4	SLC27A2	SLC28A2	SLC30A4	SLC35A1	SLC6A16	SLC6A2	SLC7A1	SLC7A5	SLITRK5	SLTM	SMAD9	SMPDL3A	SNAP23	SNAP91	SOBP	SOHLH2	SORBS2	SORD	SOX2	SOX21	SPACA1	SPATA2L	SPATA5L1	SPG11	SPG20	SPG7	SPHK2	SPIB	SPINT1	SPRY2	SPTBN5	SQRDL	SRP14	ST6GAL1	STARD13	STAT1	STK24	STRAP	STX11	STYK1	SUCLA2	SULT2A1	SULT2B1	SYMPK	SYNCRIP	SYNE1	SYNGR4	TAAR2	TAAR5	TAF1	TAF1C	TAS2R10	TAS2R13	TAS2R14	TAS2R7	TAS2R8	TAS2R9	TAT	TBC1D17	TBC1D4	TBPL1	TCF12	TCF21	TCF25	TDRD3	TEK	TERF2IP	TFAP2C	TGDS	TGM5	THAP3	THBS1	THSD1	TJP1	TLR3	TM9SF2	TMBIM4	TMEM30A	TMEM62	TMEM87A	TMOD2	TMOD3	TNFAIP3	TNFRSF11B	TNFRSF1B	TNFRSF25	TNFRSF9	TNFSF11	TOX3	TP53BP1	TPBG	TPD52L1	TPT1	TRAF3IP2	TRAPPC2L	TRIM13	TRIM24	TRIM32	TRIP11	TRMT11	TRPC4	TRPM1	TRPM4	TRRAP	TSC1	TSC2	TSC22D1	TSKS	TSPYL1	TSPYL4	TTBK2	TTK	TUBA3C	TUBB3	TUBGCP4	TULP2	TUSC3	TXNL4B	TYRO3	UBE2J1	UBL3	UCHL3	UFM1	USP10	USP12	USP8	USPL1	UTRN	UTS2	VAC14	VAMP3	VAV1	VNN1	VNN2	VNN3	VPS39	VRK3	WASF3	WBP11	WBP4	WDR59	WDR5B	WDR76	WFDC1	WISP3	WNT2	WT1	WWC2	WWOX	XPO4	ZBTB48	ZC3H11A	ZC3H13	ZCCHC14	ZDHHC7	ZFHX3	ZFP106	ZMYM2	ZMYM5	ZNF16	ZNF175	ZNF238	ZNF250	ZNF292	ZNF34	ZNF384	ZNF473	ZNF480	ZNF528	ZNF614	ZNF7	ZNF770
TCGA-02-0003	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1.5	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1.5	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0.46	0	1	1	0	0	0	0	0	0	0	0	0	1	0.5	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0.5	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.5	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1.5	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0.45	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1.5	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1.5	1.5	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	0.46	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1.5	0	1	1.5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TCGA-02-0007	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.5	0	1.5	1	0	0	0	1	1	1.5	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.5	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1.5	1	0	0	0	1	0	0	0	1	0	0	1	1.5	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1.5	1	0	1	0	0	1	0	1.5	0	0	0	1	1	1.5	0	0	1	1	0	0	1	0	0	1	1	0	0	1.5	1.5	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1.5	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1.5	0	1.5	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.5	0.49	1	1.5	0	1	0	0	0	1	0	0	0	0	0	0.5	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1.5	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1.5	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1.5	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1.5	0	0	0	0	0	1	1.5	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1.5	1.5	1.5	0	1	0	0	0	0	1	1	0	0	1.5	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	1.5	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1.5	0	0	0	0	1	1	0	1.5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1.5	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1.5	0	1	1	0	1.5	1.5	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1.5	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1.5	1.5	0	1.5	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1.5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TCGA-02-0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	1	0	1.5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1.5	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1.5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0
TCGA-02-0015	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
